timestamp,machine_id,vibration,temperature,pressure,failure
2024-01-03 00:00:00,1,0.453,79.96,102.14,0
2024-01-03 01:00:00,1,0.446,76.52,100.51,0
2024-01-03 02:00:00,1,0.561,80.93,98.79,0
2024-01-03 03:00:00,1,0.5,78.4,99.42,0
2024-01-03 04:00:00,1,0.477,78.76,100.63,0
2024-01-03 05:00:00,1,0.577,82.42,101.89,0
2024-01-03 06:00:00,1,0.536,82.36,99.66,0
2024-01-03 07:00:00,1,0.575,81.29,101.83,0
2024-01-03 08:00:00,1,0.505,80.45,99.95,0
2024-01-03 09:00:00,1,0.583,83.25,101.82,0
2024-01-03 10:00:00,1,0.621,80.45,99.47,0
2024-01-03 11:00:00,1,0.628,83.25,97.74,0
2024-01-03 12:00:00,1,0.58,85.39,99.73,0
2024-01-03 13:00:00,1,0.557,85.98,98.79,0
2024-01-03 14:00:00,1,0.568,82.44,100.57,0
2024-01-03 15:00:00,1,0.56,77.98,98.23,0
2024-01-03 16:00:00,1,0.646,86.63,99.66,0
2024-01-03 17:00:00,1,0.658,87.94,97.92,0
2024-01-03 18:00:00,1,0.608,85.46,98.24,0
2024-01-03 19:00:00,1,0.622,91.64,100.26,0
2024-01-03 20:00:00,1,0.622,86.56,97.02,0
2024-01-03 21:00:00,1,0.696,86.36,98.77,0
2024-01-03 22:00:00,1,0.713,87.34,98.73,0
2024-01-03 23:00:00,1,0.698,85.44,98.89,0
2024-01-04 00:00:00,1,0.569,87.29,98.11,0
2024-01-04 01:00:00,1,0.601,92.67,98.51,0
2024-01-04 02:00:00,1,0.674,87.57,97.66,0
2024-01-04 03:00:00,1,0.408,70.3,104.24,1
2024-01-04 04:00:00,1,0.303,66.51,101.37,0
2024-01-04 05:00:00,1,0.396,73.7,102.28,0
2024-01-04 06:00:00,1,0.368,70.07,103.73,0
2024-01-04 07:00:00,1,0.352,71.84,102.14,0
2024-01-04 08:00:00,1,0.319,71.81,102.79,0
2024-01-04 09:00:00,1,0.378,70.33,104.11,0
2024-01-04 10:00:00,1,0.356,74.3,102.05,0
2024-01-04 11:00:00,1,0.473,74.55,102.39,0
2024-01-04 12:00:00,1,0.385,71.46,103.96,0
2024-01-04 13:00:00,1,0.41,71.39,101.85,0
2024-01-04 14:00:00,1,0.413,69.45,101.96,0
2024-01-04 15:00:00,1,0.339,72.55,103.15,0
2024-01-04 16:00:00,1,0.398,71.93,103.77,0
2024-01-04 17:00:00,1,0.354,65.85,101.47,0
2024-01-04 18:00:00,1,0.37,68.74,102.09,0
2024-01-04 19:00:00,1,0.396,70.93,100.72,0
2024-01-04 20:00:00,1,0.395,70.69,102.32,0
2024-01-04 21:00:00,1,0.402,72.38,101.05,0
2024-01-04 22:00:00,1,0.442,71.12,100.65,0
2024-01-04 23:00:00,1,0.405,72.55,102.82,0
2024-01-05 00:00:00,1,0.348,67.06,101.7,0
2024-01-05 01:00:00,1,0.41,73.09,103.81,0
2024-01-05 02:00:00,1,0.401,69.38,101.78,0
2024-01-05 03:00:00,1,0.392,69.62,102.14,0
2024-01-05 04:00:00,1,0.365,69.98,101.76,0
2024-01-05 05:00:00,1,0.389,70.69,103.14,0
2024-01-05 06:00:00,1,0.346,71.5,102.8,0
2024-01-05 07:00:00,1,0.415,69.4,103.06,0
2024-01-05 08:00:00,1,0.443,72.5,102.45,0
2024-01-05 09:00:00,1,0.378,75.58,103.73,0
2024-01-05 10:00:00,1,0.301,69.5,102.54,0
2024-01-05 11:00:00,1,0.381,71.2,100.57,0
2024-01-05 12:00:00,1,0.318,71.82,101.98,0
2024-01-05 13:00:00,1,0.342,70.84,102.29,0
2024-01-05 14:00:00,1,0.423,67.75,101.29,0
2024-01-05 15:00:00,1,0.448,71.55,102.45,0
2024-01-05 16:00:00,1,0.294,67.24,102.56,0
2024-01-05 17:00:00,1,0.287,70.23,102.62,0
2024-01-05 18:00:00,1,0.421,71.26,102.07,0
2024-01-05 19:00:00,1,0.367,70.4,103.91,0
2024-01-05 20:00:00,1,0.388,72.57,102.39,0
2024-01-05 21:00:00,1,0.304,69.11,102.37,0
2024-01-05 22:00:00,1,0.399,71.82,101.29,0
2024-01-05 23:00:00,1,0.405,71.31,101.91,0
2024-01-06 00:00:00,1,0.358,68.84,101.93,0
2024-01-06 01:00:00,1,0.246,69.32,102.46,0
2024-01-06 02:00:00,1,0.36,74.46,99.78,0
2024-01-06 03:00:00,1,0.43,68.15,103.16,0
2024-01-06 04:00:00,1,0.328,68.84,101.59,0
2024-01-06 05:00:00,1,0.347,75.16,103.39,0
2024-01-06 06:00:00,1,0.4,69.73,103.62,0
2024-01-06 07:00:00,1,0.455,68.13,101.72,0
2024-01-06 08:00:00,1,0.343,69.23,101.17,0
2024-01-06 09:00:00,1,0.34,73.16,101.11,0
2024-01-06 10:00:00,1,0.433,69.62,101.58,0
2024-01-06 11:00:00,1,0.429,71.12,100.86,0
2024-01-06 12:00:00,1,0.347,69.38,103.33,0
2024-01-06 13:00:00,1,0.48,71.86,105.07,0
2024-01-06 14:00:00,1,0.311,72.11,102.15,0
2024-01-06 15:00:00,1,0.374,69.01,104.85,0
2024-01-06 16:00:00,1,0.358,70.94,103.09,0
2024-01-06 17:00:00,1,0.269,67.98,103.46,0
2024-01-06 18:00:00,1,0.438,70.01,103.0,0
2024-01-06 19:00:00,1,0.357,68.58,101.48,0
2024-01-06 20:00:00,1,0.487,69.64,102.01,0
2024-01-06 21:00:00,1,0.371,70.17,102.36,0
2024-01-06 22:00:00,1,0.369,69.78,100.74,0
2024-01-06 23:00:00,1,0.379,69.87,101.62,0
2024-01-07 00:00:00,1,0.448,70.63,100.98,0
2024-01-07 01:00:00,1,0.363,68.08,102.72,0
2024-01-07 02:00:00,1,0.413,70.38,103.78,0
2024-01-07 03:00:00,1,0.378,70.55,102.2,0
2024-01-07 04:00:00,1,0.413,71.06,103.06,0
2024-01-07 05:00:00,1,0.414,71.86,102.42,0
2024-01-07 06:00:00,1,0.394,69.17,102.79,0
2024-01-07 07:00:00,1,0.463,68.85,102.37,0
2024-01-07 08:00:00,1,0.371,69.89,102.35,0
2024-01-07 09:00:00,1,0.436,70.69,102.17,0
2024-01-07 10:00:00,1,0.399,69.33,101.94,0
2024-01-07 11:00:00,1,0.383,68.65,101.56,0
2024-01-07 12:00:00,1,0.452,68.99,101.34,0
2024-01-07 13:00:00,1,0.39,70.99,101.74,0
2024-01-07 14:00:00,1,0.332,72.06,102.88,0
2024-01-07 15:00:00,1,0.396,71.93,102.94,0
2024-01-07 16:00:00,1,0.366,72.42,101.46,0
2024-01-07 17:00:00,1,0.323,69.38,101.8,0
2024-01-07 18:00:00,1,0.352,73.15,104.29,0
2024-01-07 19:00:00,1,0.398,72.01,102.1,0
2024-01-07 20:00:00,1,0.354,70.21,103.45,0
2024-01-07 21:00:00,1,0.397,71.53,102.32,0
2024-01-07 22:00:00,1,0.296,71.1,103.41,0
2024-01-07 23:00:00,1,0.339,73.51,102.35,0
2024-01-08 00:00:00,1,0.335,71.83,102.62,0
2024-01-08 01:00:00,1,0.308,68.3,103.08,0
2024-01-08 02:00:00,1,0.358,71.83,100.18,0
2024-01-08 03:00:00,1,0.382,70.21,103.39,0
2024-01-08 04:00:00,1,0.361,70.73,101.75,0
2024-01-08 05:00:00,1,0.412,73.32,103.13,0
2024-01-08 06:00:00,1,0.373,70.16,104.01,0
2024-01-08 07:00:00,1,0.364,67.27,102.79,0
2024-01-08 08:00:00,1,0.418,69.58,102.72,0
2024-01-08 09:00:00,1,0.409,71.96,101.35,0
2024-01-08 10:00:00,1,0.41,69.24,102.12,0
2024-01-08 11:00:00,1,0.33,69.23,103.19,0
2024-01-08 12:00:00,1,0.441,73.06,102.73,0
2024-01-08 13:00:00,1,0.398,68.36,101.65,0
2024-01-08 14:00:00,1,0.368,72.37,102.86,0
2024-01-08 15:00:00,1,0.368,70.25,102.88,0
2024-01-08 16:00:00,1,0.409,70.77,101.27,0
2024-01-08 17:00:00,1,0.397,70.15,101.12,0
2024-01-08 18:00:00,1,0.422,73.39,101.15,0
2024-01-08 19:00:00,1,0.379,68.27,101.51,0
2024-01-08 20:00:00,1,0.337,71.88,103.77,0
2024-01-08 21:00:00,1,0.324,71.49,100.89,0
2024-01-08 22:00:00,1,0.269,67.99,101.87,0
2024-01-08 23:00:00,1,0.409,72.82,103.41,0
2024-01-09 00:00:00,1,0.416,74.06,104.75,0
2024-01-09 01:00:00,1,0.479,71.97,104.61,0
2024-01-09 02:00:00,1,0.388,72.14,102.8,0
2024-01-09 03:00:00,1,0.423,71.67,102.33,0
2024-01-09 04:00:00,1,0.296,69.67,101.43,0
2024-01-09 05:00:00,1,0.353,70.05,103.07,0
2024-01-09 06:00:00,1,0.381,72.57,100.32,0
2024-01-09 07:00:00,1,0.47,73.6,100.99,0
2024-01-09 08:00:00,1,0.242,67.52,103.49,0
2024-01-09 09:00:00,1,0.309,73.14,102.18,0
2024-01-09 10:00:00,1,0.391,74.21,102.75,0
2024-01-09 11:00:00,1,0.322,70.44,102.73,0
2024-01-09 12:00:00,1,0.432,69.68,102.84,0
2024-01-09 13:00:00,1,0.364,73.99,103.1,0
2024-01-09 14:00:00,1,0.335,67.51,104.16,0
2024-01-09 15:00:00,1,0.421,73.89,102.49,0
2024-01-09 16:00:00,1,0.332,71.96,102.15,0
2024-01-09 17:00:00,1,0.287,71.09,102.68,0
2024-01-09 18:00:00,1,0.277,68.72,102.16,0
2024-01-09 19:00:00,1,0.257,71.27,104.92,0
2024-01-09 20:00:00,1,0.39,69.91,100.59,0
2024-01-09 21:00:00,1,0.383,69.42,103.25,0
2024-01-09 22:00:00,1,0.277,69.01,101.87,0
2024-01-09 23:00:00,1,0.286,71.3,103.61,0
2024-01-10 00:00:00,1,0.465,75.77,101.72,0
2024-01-10 01:00:00,1,0.298,69.87,102.65,0
2024-01-10 02:00:00,1,0.342,70.25,101.76,0
2024-01-10 03:00:00,1,0.398,72.54,103.92,0
2024-01-10 04:00:00,1,0.45,74.7,103.05,0
2024-01-10 05:00:00,1,0.345,72.66,101.4,0
2024-01-10 06:00:00,1,0.388,70.75,104.68,0
2024-01-10 07:00:00,1,0.406,72.44,103.03,0
2024-01-10 08:00:00,1,0.331,68.77,99.82,0
2024-01-10 09:00:00,1,0.321,71.59,101.43,0
2024-01-10 10:00:00,1,0.309,68.12,101.32,0
2024-01-10 11:00:00,1,0.479,73.07,101.58,0
2024-01-10 12:00:00,1,0.39,70.26,101.8,0
2024-01-10 13:00:00,1,0.388,72.99,101.74,0
2024-01-10 14:00:00,1,0.431,72.02,102.2,0
2024-01-10 15:00:00,1,0.513,75.76,102.48,0
2024-01-10 16:00:00,1,0.546,77.43,99.67,0
2024-01-10 17:00:00,1,0.559,75.26,101.63,0
2024-01-10 18:00:00,1,0.479,72.84,100.91,0
2024-01-10 19:00:00,1,0.453,83.18,101.67,0
2024-01-10 20:00:00,1,0.538,77.79,100.65,0
2024-01-10 21:00:00,1,0.451,79.78,99.74,0
2024-01-10 22:00:00,1,0.521,78.1,99.66,0
2024-01-10 23:00:00,1,0.519,80.86,99.91,0
2024-01-11 00:00:00,1,0.496,84.12,101.48,0
2024-01-11 01:00:00,1,0.559,80.12,97.23,0
2024-01-11 02:00:00,1,0.592,84.01,98.16,0
2024-01-11 03:00:00,1,0.526,85.48,100.15,0
2024-01-11 04:00:00,1,0.532,83.02,97.31,0
2024-01-11 05:00:00,1,0.649,85.74,99.17,0
2024-01-11 06:00:00,1,0.702,89.32,97.09,0
2024-01-11 07:00:00,1,0.632,87.05,99.88,0
2024-01-11 08:00:00,1,0.594,86.08,98.03,0
2024-01-11 09:00:00,1,0.674,90.56,97.11,0
2024-01-11 10:00:00,1,0.685,88.32,97.32,0
2024-01-11 11:00:00,1,0.637,90.18,96.27,0
2024-01-11 12:00:00,1,0.653,89.8,96.91,0
2024-01-11 13:00:00,1,0.795,94.35,95.93,0
2024-01-11 14:00:00,1,0.765,92.56,97.03,0
2024-01-11 15:00:00,1,0.747,93.84,95.36,0
2024-01-11 16:00:00,1,0.787,96.24,95.44,0
2024-01-11 17:00:00,1,0.777,95.93,96.25,0
2024-01-11 18:00:00,1,0.856,93.18,96.1,0
2024-01-11 19:00:00,1,0.804,96.43,95.71,0
2024-01-11 20:00:00,1,0.771,97.73,95.3,0
2024-01-11 21:00:00,1,0.798,96.26,96.85,0
2024-01-11 22:00:00,1,0.827,99.74,94.74,0
2024-01-11 23:00:00,1,0.793,96.87,93.42,0
2024-01-12 00:00:00,1,0.864,93.74,94.53,0
2024-01-12 01:00:00,1,0.827,99.25,95.35,0
2024-01-12 02:00:00,1,0.911,102.7,92.78,0
2024-01-12 03:00:00,1,0.859,98.55,93.67,0
2024-01-12 04:00:00,1,0.887,103.36,92.97,0
2024-01-12 05:00:00,1,0.905,105.82,92.72,0
2024-01-12 06:00:00,1,0.892,107.0,92.07,0
2024-01-12 07:00:00,1,0.983,101.28,93.57,0
2024-01-12 08:00:00,1,0.98,100.53,92.35,0
2024-01-12 09:00:00,1,0.697,86.51,99.13,1
2024-01-12 10:00:00,1,0.681,88.81,98.46,0
2024-01-12 11:00:00,1,0.356,71.14,102.62,1
2024-01-12 12:00:00,1,0.397,67.84,100.14,0
2024-01-12 13:00:00,1,0.352,70.9,103.04,0
2024-01-12 14:00:00,1,0.303,69.76,102.83,0
2024-01-12 15:00:00,1,0.382,72.5,101.83,0
2024-01-12 16:00:00,1,0.406,71.32,101.14,0
2024-01-12 17:00:00,1,0.43,72.66,101.81,0
2024-01-12 18:00:00,1,0.432,74.05,102.7,0
2024-01-12 19:00:00,1,0.447,68.66,100.74,0
2024-01-12 20:00:00,1,0.387,74.84,102.31,0
2024-01-12 21:00:00,1,0.334,71.49,102.45,0
2024-01-12 22:00:00,1,0.385,71.32,101.96,0
2024-01-12 23:00:00,1,0.339,69.06,102.58,0
2024-01-13 00:00:00,1,0.387,73.59,102.3,0
2024-01-13 01:00:00,1,0.359,69.51,101.55,0
2024-01-13 02:00:00,1,0.347,71.49,102.58,0
2024-01-13 03:00:00,1,0.405,71.46,102.22,0
2024-01-13 04:00:00,1,0.347,70.43,102.75,0
2024-01-13 05:00:00,1,0.28,70.63,102.75,0
2024-01-13 06:00:00,1,0.405,68.63,103.21,0
2024-01-13 07:00:00,1,0.458,71.5,103.84,0
2024-01-13 08:00:00,1,0.399,72.24,101.64,0
2024-01-13 09:00:00,1,0.367,70.68,101.17,0
2024-01-13 10:00:00,1,0.38,71.03,103.45,0
2024-01-13 11:00:00,1,0.354,67.37,103.31,0
2024-01-13 12:00:00,1,0.354,72.62,101.75,0
2024-01-13 13:00:00,1,0.456,72.26,103.94,0
2024-01-13 14:00:00,1,0.36,70.59,104.57,0
2024-01-13 15:00:00,1,0.305,71.79,101.79,0
2024-01-13 16:00:00,1,0.349,68.28,104.02,0
2024-01-13 17:00:00,1,0.364,70.13,101.99,0
2024-01-13 18:00:00,1,0.394,68.67,101.76,0
2024-01-13 19:00:00,1,0.359,68.33,101.66,0
2024-01-13 20:00:00,1,0.401,73.16,102.52,0
2024-01-13 21:00:00,1,0.42,68.22,101.78,0
2024-01-13 22:00:00,1,0.334,70.0,103.26,0
2024-01-13 23:00:00,1,0.444,68.13,101.65,0
2024-01-14 00:00:00,1,0.479,71.44,101.13,0
2024-01-14 01:00:00,1,0.321,67.19,101.94,0
2024-01-14 02:00:00,1,0.5,71.88,102.83,0
2024-01-14 03:00:00,1,0.398,68.64,104.01,0
2024-01-14 04:00:00,1,0.289,64.68,102.04,0
2024-01-14 05:00:00,1,0.373,72.06,100.53,0
2024-01-14 06:00:00,1,0.408,72.32,101.98,0
2024-01-14 07:00:00,1,0.325,67.4,102.34,0
2024-01-14 08:00:00,1,0.349,70.59,101.77,0
2024-01-14 09:00:00,1,0.449,70.28,102.85,0
2024-01-14 10:00:00,1,0.417,78.71,103.38,0
2024-01-14 11:00:00,1,0.363,68.85,101.19,0
2024-01-14 12:00:00,1,0.439,70.0,102.15,0
2024-01-14 13:00:00,1,0.299,68.03,101.5,0
2024-01-14 14:00:00,1,0.279,72.57,101.56,0
2024-01-14 15:00:00,1,0.491,70.12,101.44,0
2024-01-14 16:00:00,1,0.246,69.46,101.92,0
2024-01-14 17:00:00,1,0.381,70.37,100.86,0
2024-01-14 18:00:00,1,0.336,66.13,102.85,0
2024-01-14 19:00:00,1,0.434,72.71,102.32,0
2024-01-14 20:00:00,1,0.334,69.97,102.25,0
2024-01-14 21:00:00,1,0.338,70.82,102.13,0
2024-01-14 22:00:00,1,0.465,76.45,101.2,0
2024-01-14 23:00:00,1,0.355,70.55,103.14,0
2024-01-15 00:00:00,1,0.414,72.82,102.84,0
2024-01-15 01:00:00,1,0.315,71.82,102.02,0
2024-01-15 02:00:00,1,0.323,71.7,103.41,0
2024-01-15 03:00:00,1,0.383,69.33,100.66,0
2024-01-15 04:00:00,1,0.489,70.98,102.21,0
2024-01-15 05:00:00,1,0.396,71.85,103.29,0
2024-01-15 06:00:00,1,0.388,70.63,101.42,0
2024-01-15 07:00:00,1,0.39,71.44,101.85,0
2024-01-15 08:00:00,1,0.383,70.66,102.21,0
2024-01-15 09:00:00,1,0.342,71.81,102.06,0
2024-01-15 10:00:00,1,0.369,71.69,102.03,0
2024-01-15 11:00:00,1,0.428,69.82,104.12,0
2024-01-15 12:00:00,1,0.461,72.5,103.61,0
2024-01-15 13:00:00,1,0.376,74.44,102.3,0
2024-01-15 14:00:00,1,0.394,72.55,102.35,0
2024-01-15 15:00:00,1,0.345,69.56,101.42,0
2024-01-15 16:00:00,1,0.441,71.52,104.07,0
2024-01-15 17:00:00,1,0.413,72.4,100.81,0
2024-01-15 18:00:00,1,0.322,69.92,103.29,0
2024-01-15 19:00:00,1,0.289,66.72,102.33,0
2024-01-15 20:00:00,1,0.361,71.68,104.53,0
2024-01-15 21:00:00,1,0.336,69.58,102.87,0
2024-01-15 22:00:00,1,0.275,69.59,102.68,0
2024-01-15 23:00:00,1,0.411,70.92,101.67,0
2024-01-16 00:00:00,1,0.347,67.48,103.36,0
2024-01-16 01:00:00,1,0.364,71.79,102.07,0
2024-01-16 02:00:00,1,0.394,70.54,101.84,0
2024-01-16 03:00:00,1,0.39,71.85,103.7,0
2024-01-16 04:00:00,1,0.384,71.08,103.25,0
2024-01-16 05:00:00,1,0.388,69.65,102.98,0
2024-01-16 06:00:00,1,0.461,70.56,103.14,0
2024-01-16 07:00:00,1,0.34,71.46,101.42,0
2024-01-16 08:00:00,1,0.35,72.03,101.87,0
2024-01-16 09:00:00,1,0.463,74.86,102.16,0
2024-01-16 10:00:00,1,0.372,70.18,104.82,0
2024-01-16 11:00:00,1,0.475,68.07,102.89,0
2024-01-16 12:00:00,1,0.403,72.08,102.48,0
2024-01-16 13:00:00,1,0.405,68.59,103.09,0
2024-01-16 14:00:00,1,0.378,72.54,101.8,0
2024-01-16 15:00:00,1,0.327,71.71,100.65,0
2024-01-16 16:00:00,1,0.355,71.29,102.91,0
2024-01-16 17:00:00,1,0.432,71.36,102.36,0
2024-01-16 18:00:00,1,0.464,72.66,105.55,0
2024-01-16 19:00:00,1,0.37,67.4,101.71,0
2024-01-16 20:00:00,1,0.485,74.81,102.78,0
2024-01-16 21:00:00,1,0.326,71.12,100.81,0
2024-01-16 22:00:00,1,0.349,70.7,101.96,0
2024-01-16 23:00:00,1,0.364,69.35,102.5,0
2024-01-17 00:00:00,1,0.358,66.89,103.61,0
2024-01-17 01:00:00,1,0.334,71.95,102.91,0
2024-01-17 02:00:00,1,0.299,68.61,100.44,0
2024-01-17 03:00:00,1,0.407,68.87,103.05,0
2024-01-17 04:00:00,1,0.352,72.44,100.91,0
2024-01-17 05:00:00,1,0.466,69.36,102.19,0
2024-01-17 06:00:00,1,0.467,69.94,102.84,0
2024-01-17 07:00:00,1,0.426,70.22,102.69,0
2024-01-17 08:00:00,1,0.417,69.9,103.96,0
2024-01-17 09:00:00,1,0.401,70.14,103.18,0
2024-01-17 10:00:00,1,0.335,72.16,102.21,0
2024-01-17 11:00:00,1,0.351,70.06,103.17,0
2024-01-17 12:00:00,1,0.351,71.73,101.25,0
2024-01-17 13:00:00,1,0.362,68.74,103.73,0
2024-01-17 14:00:00,1,0.368,70.82,102.13,0
2024-01-17 15:00:00,1,0.408,69.37,103.4,0
2024-01-17 16:00:00,1,0.363,69.13,102.21,0
2024-01-17 17:00:00,1,0.442,68.5,101.83,0
2024-01-17 18:00:00,1,0.336,71.21,101.09,0
2024-01-17 19:00:00,1,0.43,71.49,103.97,0
2024-01-17 20:00:00,1,0.38,69.07,100.81,0
2024-01-17 21:00:00,1,0.471,71.32,102.08,0
2024-01-17 22:00:00,1,0.377,73.05,102.75,0
2024-01-17 23:00:00,1,0.431,71.02,102.05,0
2024-01-18 00:00:00,1,0.383,73.44,102.14,0
2024-01-18 01:00:00,1,0.428,74.89,100.59,0
2024-01-18 02:00:00,1,0.333,72.85,101.54,0
2024-01-18 03:00:00,1,0.386,77.22,101.72,0
2024-01-18 04:00:00,1,0.477,72.66,101.65,0
2024-01-18 05:00:00,1,0.456,75.81,101.67,0
2024-01-18 06:00:00,1,0.495,78.15,102.36,0
2024-01-18 07:00:00,1,0.432,73.11,101.22,0
2024-01-18 08:00:00,1,0.421,73.99,99.94,0
2024-01-18 09:00:00,1,0.463,73.54,101.19,0
2024-01-18 10:00:00,1,0.4,76.15,101.2,0
2024-01-18 11:00:00,1,0.59,74.15,99.61,0
2024-01-18 12:00:00,1,0.463,77.36,100.54,0
2024-01-18 13:00:00,1,0.478,79.37,100.27,0
2024-01-18 14:00:00,1,0.434,80.38,99.98,0
2024-01-18 15:00:00,1,0.501,77.85,99.32,0
2024-01-18 16:00:00,1,0.519,78.61,100.86,0
2024-01-18 17:00:00,1,0.511,77.67,101.12,0
2024-01-18 18:00:00,1,0.557,81.76,100.26,0
2024-01-18 19:00:00,1,0.531,76.9,99.17,0
2024-01-18 20:00:00,1,0.491,76.71,102.05,0
2024-01-18 21:00:00,1,0.493,78.06,100.5,0
2024-01-18 22:00:00,1,0.508,79.6,99.64,0
2024-01-18 23:00:00,1,0.514,81.78,99.38,0
2024-01-19 00:00:00,1,0.532,82.8,100.02,0
2024-01-19 01:00:00,1,0.516,86.15,98.36,0
2024-01-19 02:00:00,1,0.481,81.09,98.7,0
2024-01-19 03:00:00,1,0.573,83.29,99.65,0
2024-01-19 04:00:00,1,0.553,81.64,97.95,0
2024-01-19 05:00:00,1,0.645,86.71,97.85,0
2024-01-19 06:00:00,1,0.538,81.11,99.44,0
2024-01-19 07:00:00,1,0.595,84.63,96.7,0
2024-01-19 08:00:00,1,0.611,85.09,99.27,0
2024-01-19 09:00:00,1,0.592,82.99,98.09,0
2024-01-19 10:00:00,1,0.625,86.26,98.67,0
2024-01-19 11:00:00,1,0.659,84.24,98.4,0
2024-01-19 12:00:00,1,0.695,87.47,98.28,0
2024-01-19 13:00:00,1,0.609,85.29,97.67,0
2024-01-19 14:00:00,1,0.599,85.54,98.52,0
2024-01-19 15:00:00,1,0.592,84.81,96.84,0
2024-01-19 16:00:00,1,0.548,82.5,96.33,0
2024-01-19 17:00:00,1,0.692,88.14,97.87,0
2024-01-19 18:00:00,1,0.603,92.91,98.17,0
2024-01-19 19:00:00,1,0.387,70.84,102.83,1
2024-01-19 20:00:00,1,0.47,70.71,102.55,0
2024-01-19 21:00:00,1,0.482,70.61,102.46,0
2024-01-19 22:00:00,1,0.354,72.65,102.01,0
2024-01-19 23:00:00,1,0.395,69.17,102.68,0
2024-01-20 00:00:00,1,0.387,72.35,103.19,0
2024-01-20 01:00:00,1,0.365,67.62,103.92,0
2024-01-20 02:00:00,1,0.384,69.55,101.39,0
2024-01-20 03:00:00,1,0.443,69.0,101.09,0
2024-01-20 04:00:00,1,0.308,65.71,102.51,0
2024-01-20 05:00:00,1,0.395,72.0,103.58,0
2024-01-20 06:00:00,1,0.339,69.41,102.55,0
2024-01-20 07:00:00,1,0.355,69.49,103.08,0
2024-01-20 08:00:00,1,0.369,70.43,102.85,0
2024-01-20 09:00:00,1,0.436,71.93,102.22,0
2024-01-20 10:00:00,1,0.354,70.87,103.9,0
2024-01-20 11:00:00,1,0.379,69.91,101.7,0
2024-01-20 12:00:00,1,0.393,71.0,103.64,0
2024-01-20 13:00:00,1,0.306,70.83,101.83,0
2024-01-20 14:00:00,1,0.422,73.53,103.77,0
2024-01-20 15:00:00,1,0.372,70.75,101.71,0
2024-01-20 16:00:00,1,0.384,71.74,102.33,0
2024-01-20 17:00:00,1,0.387,71.92,102.87,0
2024-01-20 18:00:00,1,0.334,69.74,102.43,0
2024-01-20 19:00:00,1,0.366,70.27,104.86,0
2024-01-20 20:00:00,1,0.397,69.8,101.59,0
2024-01-20 21:00:00,1,0.447,68.91,102.64,0
2024-01-20 22:00:00,1,0.357,72.76,102.21,0
2024-01-20 23:00:00,1,0.285,70.28,101.55,0
2024-01-21 00:00:00,1,0.328,70.74,102.14,0
